MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Age,Garage_Age,RemodAge,TotalSF,TotalBath,TotalPorchSF,logSP
20,RL,85.0,9.3101857069459,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,Gd,TA,PConc,Ex,TA,Av,Unf,-1.3528794921740805,Unf,-0.3596623231834907,1.3096490489684625,1234,GasA,Ex,Y,SBrkr,0.35790861033254484,-0.8700861080477102,0,-0.4576040084921626,0,0,2,0,3,1,Gd,7,Typ,0,<None>,Attchd,0.3868774641567882,RFn,2,484,TA,TA,Y,-0.9490260586845501,0.517124232386858,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,1,2008,WD,Normal,1,-1.5729704126478672,1,-0.02047569641295041,2.0,-0.8829014553613833,12.100161978566868
20,RL,70.0,9.26416545867109,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,No,Rec,1.045402722672669,Unf,-0.3596623231834907,-0.17663256753622195,1398,GasA,Gd,Y,SBrkr,1.3750664469115967,-0.8700861080477102,0,0.5136810226922941,0,1,1,1,4,1,Gd,6,Typ,1,Gd,Attchd,0.1408891024431688,RFn,2,447,TA,TA,Y,-0.9490260586845501,0.6254952498727921,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2010,WD,Normal,51,0.5594222484204049,51,0.7574079848952994,2.0,-0.7739990375063526,12.016732516077072
120,RL,60.0,8.897545598709327,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,1.275280591893083,Ex,TA,PConc,Ex,TA,No,GLQ,1.13293034806286,Unf,-0.3596623231834907,-0.10841127216260145,1561,GasA,Ex,Y,SBrkr,1.1044604147821726,-0.8700861080477102,0,0.252929296094497,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,0.3764691893871889,Fin,2,556,TA,TA,Y,1.0985017124392424,0.7237573612678547,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2007,WD,Normal,2,-1.2780412414318947,2,0.7849348858126015,3.0,0.6331549635199888,12.533579815765735
60,RL,108.0,9.504426892100957,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,1.1557683601770055,Gd,TA,PConc,Ex,TA,Av,Unf,-1.3528794921740805,Unf,-0.3596623231834907,1.149616570090402,1117,GasA,Ex,Y,SBrkr,0.08359946458646557,1.25253645854587,0,1.6511886363507247,0,0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,0.3712702419788715,Fin,3,691,TA,TA,Y,0.9145590618682367,0.5466088629969491,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,9,2006,WD,Normal,2,-1.2780412414318947,1,1.27448454464217,3.5,0.10482527980579055,12.6410997921206
20,RL,112.0,9.292841593487926,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,TA,TA,PConc,Gd,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,1.1213874450348198,1097,GasA,Ex,Y,SBrkr,-0.01629799164401872,-0.8700861080477102,0,-0.8089384676373167,0,0,1,1,3,1,TA,6,Typ,0,<None>,Attchd,0.3246353106729959,Unf,2,672,TA,TA,Y,1.295740349371519,0.8676557132740321,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2009,WD,Normal,15,-0.19278909922193763,14,-0.3990290195231732,1.5,1.37658051735029,11.884495917930655
20,RL,74.0,9.051696278536586,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.4293686930537515,TA,TA,CBlock,TA,TA,No,Rec,1.1693160396183648,Unf,-0.3596623231834907,-1.1943997387129066,1297,GasA,Gd,Y,SBrkr,0.5161498823390276,-0.8700861080477102,0,-0.30807186455889635,0,1,1,0,3,1,TA,5,Typ,1,TA,Attchd,0.11572130181712445,Fin,2,498,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,10,2009,WD,Normal,55,0.6020631857270967,19,0.14454134557375586,1.5,-1.7028482440615262,11.938199736300923
20,RL,68.0,8.977525200965243,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2007,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,TA,Gd,CBlock,TA,TA,No,GLQ,0.8245333477332455,Unf,-0.3596623231834907,-0.3161432541402161,1057,GasA,TA,Y,SBrkr,-0.1344731887794582,-0.8700861080477102,0,-0.919229485685985,1,0,1,0,3,1,Gd,5,Typ,0,<None>,Detchd,0.11069803438654012,Unf,1,246,TA,TA,Y,-0.9490260586845501,0.7707329859033054,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,1,2010,WD,Abnorml,57,0.6221709573223885,3,-0.5152523851803135,2.0,-0.6110418403667723,11.599112335481124
90,RL,65.0,8.706324840138741,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,-0.8171343255986645,TA,TA,PConc,<None>,<None>,<None>,<None>,-1.3528794921740805,<None>,-0.3596623231834907,-2.0634069816011356,0,GasA,TA,N,FuseP,0.13929663674708875,-0.8700861080477102,0,-0.6632414574897827,0,0,2,0,2,2,Fa,6,Typ,0,<None>,<None>,-4.092378378701407,<None>,0,0,<None>,<None>,N,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2008,WD,AdjLand,53,2.40111225717716,53,-2.2118931455737503,2.0,-1.7028482440615262,11.31448672129398
20,RL,84.0,9.066354521447801,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.098686310416687,TA,TA,CBlock,TA,TA,No,Rec,0.7434388522570253,Unf,-0.3596623231834907,-0.021948420671127428,1088,GasA,Ex,Y,SBrkr,0.5816116292927648,-0.8700861080477102,0,-0.24604469673034693,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,0.17120376020808561,RFn,2,440,TA,TA,Y,-0.9490260586845501,1.2306114054285384,-0.40792062110509075,0,-0.2940036598327685,0,<None>,GdWo,<None>,0,12,2006,WD,Abnorml,41,0.43518579396036317,41,-0.09555848345319952,2.0,0.06261756812233439,11.982935344196433
20,RL,115.0,9.735423867488873,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,TA,Gd,CBlock,TA,TA,Gd,BLQ,1.0100058673628696,Unf,-0.3596623231834907,-0.16919894841221844,1350,GasA,Gd,Y,SBrkr,0.5911951827328045,-0.8700861080477102,0,-0.23695568338651965,0,1,1,1,2,1,TA,5,Typ,2,Gd,Attchd,0.1408891024431688,RFn,1,308,TA,TA,P,-0.9490260586845501,1.0962930656389043,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2007,WD,Normal,48,0.5250572105819146,48,0.251705953946048,2.0,-0.16231829434707667,12.04355959836804
85,RL,0.0,9.1248914101437,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,-0.8171343255986645,TA,TA,CBlock,Gd,TA,Av,ALQ,0.8384614248986114,LwQ,2.778516106259436,-2.0634069816011356,840,GasA,Gd,Y,SBrkr,-0.7035254291434562,-0.8700861080477102,0,-1.445915323485699,1,0,1,0,2,1,Gd,5,Typ,0,<None>,Attchd,0.262890534747531,RFn,2,504,TA,Gd,Y,1.1496264971172465,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,12,2007,WD,Normal,24,0.1248932843133127,24,-1.1266326406873002,2.0,0.589193389158695,11.87757552297847
20,RL,0.0,9.127067452782361,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,TA,TA,CBlock,Gd,TA,Av,LwQ,0.27253091818892505,BLQ,2.781416535252319,-0.8194197874265716,938,GasA,TA,Y,SBrkr,-0.5146726866068592,-0.8700861080477102,0,-1.2719273804590752,1,0,1,0,3,1,TA,5,Typ,0,<None>,Detchd,0.23220435031676664,Unf,1,308,TA,TA,Y,0.9938129317240599,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,7,2008,WD,Normal,33,0.27406313167405116,28,-0.8787082560057319,2.0,0.10482527980579055,11.777218637129328
20,RL,70.0,8.980423936374544,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,No,ALQ,0.05443968281393398,BLQ,2.781427918322543,0.023210654577717045,1150,GasA,Ex,Y,FuseA,0.13377090914353446,-0.8700861080477102,0,-0.6684251106487935,1,0,1,0,3,1,TA,6,Typ,0,<None>,Attchd,0.1408891024431688,RFn,1,300,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2006,WD,Normal,47,0.5130966979385385,47,-0.24915887865887026,2.0,-1.7028482440615262,11.856522261533735
120,RL,61.0,8.943636705909594,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,1.3615773657245702,Ex,TA,PConc,Ex,TA,No,GLQ,0.5376973012283451,Unf,-0.3596623231834907,1.3912049323578364,1752,GasA,Ex,Y,SBrkr,1.4706090467421395,-0.8700861080477102,0,0.6061553176822658,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,0.3764691893871889,RFn,2,576,TA,TA,Y,1.0877050761383775,0.9840424528336866,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,2,2010,WD,Normal,5,-0.7943788446665072,5,1.205848657999262,3.0,0.751103428112783,12.675766851909591
50,RL,48.0,9.458995712459116,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,Gd,TA,PConc,Ex,TA,No,GLQ,1.248029466133282,Unf,-0.3596623231834907,-1.1999088142793608,1434,GasA,Ex,Y,SBrkr,1.0158118501594446,1.1137645798810274,0,1.238192913969518,1,0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,0.36607475378556836,RFn,2,670,TA,TA,Y,1.039941728029179,0.6825521438785142,-0.40792062110509075,0,3.401333066367617,0,<None>,<None>,<None>,0,8,2009,WD,Abnorml,6,-0.6902261344556181,6,1.2891621683212082,2.5,1.2276578190208043,12.387089184491993
20,FV,84.0,9.314430080500564,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,Gd,TA,PConc,Gd,TA,Av,GLQ,-0.6828513101943224,Unf,-0.3596623231834907,1.80102392583147,1656,GasA,Ex,Y,SBrkr,1.2918949364100198,-0.8700861080477102,0,0.4333554247927469,0,0,2,0,3,1,Gd,7,Typ,0,<None>,Attchd,0.3816715965875489,RFn,3,826,TA,TA,Y,-0.9490260586845501,1.2574577331099366,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2007,WD,Normal,1,-1.5729704126478672,1,0.9981964559254722,2.0,0.1107585995865922,12.428019481065611
190,RM,33.0,8.402231172946555,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,TA,TA,BrkTil,TA,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.5553760591967153,736,GasA,Gd,Y,SBrkr,-1.28758143700738,1.1384611448469575,0,0.032881830591924004,0,0,2,0,2,3,TA,8,Typ,0,<None>,<None>,-4.092378378701407,<None>,0,0,<None>,<None>,N,-0.9490260586845501,-1.0703598832348913,2.451701147575281,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2009,New,Partial,89,2.40132993269088,1,-0.40765026019228073,2.0,-0.17678726522558386,11.635151947212842
20,RL,66.0,8.954544488386723,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,No,BLQ,0.852162138466794,Unf,-0.3596623231834907,-0.727187763331237,955,GasA,Ex,Y,SBrkr,-0.4574788429299046,-0.8700861080477102,0,-1.2190780926161007,1,0,1,0,3,1,TA,6,Typ,0,<None>,Attchd,0.17626822771599623,Unf,1,386,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,1,2007,WD,Normal,41,0.43518579396036317,41,-0.8250359799190549,2.0,-1.7028482440615262,11.751950239425476
60,RL,0.0,9.537483513308878,Pave,<None>,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,TA,TA,PConc,Gd,TA,Av,GLQ,0.06213941904989003,Unf,-0.3596623231834907,0.3276196377270932,794,GasA,Gd,Y,SBrkr,-1.0457065434459167,1.1272759930555614,0,0.07025690583601384,0,1,2,0,3,1,TA,6,Typ,0,<None>,Attchd,0.3349744358033199,Fin,2,388,TA,TA,Y,-0.9490260586845501,0.942056136018714,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2007,WD,Normal,10,-0.3917616524676007,10,-0.2995501463332508,2.5,-0.39059159182131337,12.08391066125752
50,RM,52.0,8.738895704934043,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8171343255986645,TA,TA,PConc,TA,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.6916644436040219,816,GasA,TA,Y,SBrkr,-0.9585849919240529,-0.8700861080477102,360,-0.60168180285326,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,0.2731468331117415,Unf,2,528,TA,TA,Y,0.911707619566873,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,MnPrv,Shed,400,9,2006,WD,Normal,72,0.04654378117910755,56,-1.2835937701429136,1.0,-0.1059830410171227,11.648338835562749
90,RM,110.0,9.044639916198465,Grvl,<None>,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8171343255986645,Fa,TA,CBlock,Gd,TA,Gd,LwQ,-0.18120919091511406,GLQ,2.781526498038298,-2.0634069816011356,816,GasA,TA,N,SBrkr,-0.9585849919240529,-0.8700861080477102,0,-1.6796394253421174,1,0,1,0,2,1,TA,5,Typ,0,<None>,CarPort,0.161085134287172,Unf,2,516,TA,TA,Y,0.894005433153859,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2010,WD,Normal,47,0.5130966979385385,47,-1.2835937701429136,2.0,-0.14800793381778624,11.60824473564232
20,RL,68.0,10.825203541055348,Pave,<None>,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,-0.8171343255986645,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1.4718493769494303,Unf,-0.3596623231834907,-1.5508046250561185,1842,GasA,Gd,Y,SBrkr,1.6294133268337518,-0.8700861080477102,0,0.7603363820292428,2,0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,0.2526480245948306,Fin,3,894,TA,TA,Y,1.5174864085795468,0.9228782565571646,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,11,2006,WD,Normal,25,0.14878001351286388,19,1.3939729147132893,2.5,2.539398997126309,12.861001210669146
80,RL,60.0,8.872767529910936,Pave,<None>,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,No,ALQ,0.44080898175506883,Unf,-0.3596623231834907,-2.0634069816011356,384,GasA,TA,Y,SBrkr,0.6668332398009748,-0.8700861080477102,0,-0.16514646712031025,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,0.15603097470433722,Unf,2,572,TA,TA,Y,-0.9490260586845501,0.752491103340874,-0.40792062110509075,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,2,2007,WD,Normal,52,0.48835020089423503,52,-1.0932279028193221,1.0,-0.6326513476520874,11.775297421715829
20,RL,100.0,9.227787285579904,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,1.2929490432522694,TA,TA,CBlock,TA,TA,No,BLQ,0.5794036717283576,Unf,-0.3596623231834907,0.8819212857371942,1425,GasA,Gd,Y,SBrkr,0.8151052257768593,-0.8700861080477102,0,-0.02399656838948508,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,0.16614272926008278,RFn,2,576,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,407,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2008,WD,Normal,44,0.4755391685763003,44,0.4645716280677866,2.0,1.2211066504176382,12.103491596905933
160,FV,24.0,7.880804344674901,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,1.377322248595712,Gd,TA,PConc,Gd,TA,No,GLQ,0.7492303160954676,Unf,-0.3596623231834907,-0.32965903959000875,970,GasA,Ex,Y,SBrkr,-0.3654750296729925,1.1489630760863911,0,0.5832784768299114,1,0,2,1,3,1,Gd,7,Typ,0,<None>,Attchd,0.3453273816152302,Fin,2,480,TA,TA,Y,0.9201817608889707,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2009,WD,Abnorml,10,-0.3917616524676007,9,0.29070797590092495,3.5,-0.08545426867092602,12.058158312538197
60,RL,89.0,9.362718052397065,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,Gd,TA,PConc,Gd,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.7636199974345314,860,GasA,Ex,Y,SBrkr,-0.7912189147278776,1.1735745138068525,0,0.5495553697122777,0,0,2,1,3,1,Gd,7,Typ,0,<None>,Attchd,0.3712702419788715,RFn,2,565,TA,TA,Y,-0.9490260586845501,0.909655160073368,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2006,WD,Normal,2,-1.2780412414318947,2,0.12646442855334594,2.5,-0.4348174404084954,12.188422799337028
60,RL,66.0,9.52390946537981,Pave,<None>,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.4906890389606293,Ex,TA,PConc,Ex,TA,Gd,Unf,-1.3528794921740805,Unf,-0.3596623231834907,1.5359468036214101,1410,GasA,Ex,Y,SBrkr,0.8173327514890679,1.2774878167651529,0,2.2311726376879117,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,0.3816715965875489,Fin,3,641,TA,TA,Y,1.0813478786015531,-1.0703598832348913,2.439230004392223,0,-0.2940036598327685,0,<None>,<None>,<None>,0,10,2006,New,Partial,0,-2.0986278134101255,0,2.047272108117679,3.5,0.5395985370647547,12.9917557065369
20,RL,60.0,8.881975184248867,Pave,<None>,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,Av,ALQ,0.7327124580506448,Unf,-0.3596623231834907,-0.894494495432134,780,GasA,Ex,Y,SBrkr,-1.102421795451164,-0.8700861080477102,0,-1.8108095312565038,0,0,1,0,2,1,TA,4,Typ,0,<None>,Detchd,0.21181577303188934,Unf,1,352,TA,TA,Y,1.0877050761383775,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,1,2008,WD,Normal,36,0.34425826142040966,36,-1.410450914826845,1.0,0.3819957972547571,11.73527670248674
20,RL,63.0,9.47830431356186,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,TA,TA,PConc,Gd,TA,No,ALQ,0.9914052647834991,Unf,-0.3596623231834907,-0.641086745425739,1158,GasA,Ex,Y,SBrkr,0.15581604984095904,-0.8700861080477102,0,-0.6477405456521702,1,0,1,1,3,1,Gd,5,Typ,0,<None>,Detchd,0.3816715965875489,Unf,2,576,TA,TA,Y,-0.9490260586845501,0.752491103340874,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2006,New,Partial,2,-2.0986278134101255,2,-0.2269256042400944,2.5,-0.6326513476520874,11.970356641103
75,RM,60.0,8.881975184248867,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,TA,TA,BrkTil,TA,Fa,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.1632891829754099,530,GasA,TA,N,SBrkr,-2.0423876563254915,1.079019091071161,0,-0.7712184500062279,0,0,1,0,3,1,Fa,6,Typ,0,<None>,Detchd,0.020865100314841276,Unf,1,288,TA,TA,N,-0.9490260586845501,-1.0703598832348913,2.453241152940372,0,-0.2940036598327685,0,<None>,<None>,<None>,0,3,2007,WD,Normal,87,0.7526574340413419,11,-1.267991564890334,1.0,0.098868397553297,11.52288569676448
120,RL,44.0,8.770749549138642,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,1.2153890471110234,Gd,TA,PConc,Gd,Gd,Mn,GLQ,-0.6828513101943224,Unf,-0.3596623231834907,1.455484469193867,1370,GasA,Ex,Y,SBrkr,0.6901029624373427,-0.8700861080477102,0,-0.14302811276068408,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,0.3816715965875489,RFn,2,484,TA,TA,Y,0.9337924802519235,0.743103225576197,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,10,2007,WD,Normal,1,-1.5729704126478672,1,0.3294238796083956,2.0,0.24125208952027227,12.218500103788145
70,RM,50.0,9.239996256883693,Pave,<None>,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,-0.8171343255986645,TA,TA,BrkTil,TA,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.2570042399879807,576,GasA,Gd,Y,SBrkr,-0.6393139452335747,1.1617155293027246,0,0.5316669703090513,0,0,2,0,3,1,TA,9,Typ,0,<None>,Detchd,0.2988479329417925,Unf,2,480,TA,TA,Y,0.14729968451268086,0.07211927724858636,2.4480109949769755,0,-0.2940036598327685,0,<None>,GdPrv,<None>,0,4,2010,WD,Normal,89,0.017842599761502702,60,-0.2686947661631145,2.0,-0.2908985750917564,11.849404844423074
60,RL,0.0,9.145908511816794,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.4113695735162997,TA,TA,PConc,Gd,TA,No,GLQ,0.831526348629639,Unf,-0.3596623231834907,-0.33782186791404084,1057,GasA,Ex,Y,SBrkr,-0.1344731887794582,1.197535609466893,0,1.0671101681573858,1,0,2,1,3,1,Gd,8,Typ,0,<None>,Attchd,0.3401491808348666,RFn,2,645,TA,TA,Y,1.4065397578473449,0.6006195112488294,-0.40792062110509075,0,-0.2940036598327685,0,<None>,GdPrv,<None>,0,2,2009,WD,Normal,12,-0.3354687470233587,11,0.7493534718540704,3.5,1.8154573590945005,12.299112067295642
60,RL,76.0,9.16868469670735,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.3326106121838568,Gd,TA,PConc,Ex,TA,Av,Unf,-1.3528794921740805,Unf,-0.3596623231834907,1.1859178784249622,1143,GasA,Ex,Y,SBrkr,0.11435437591498183,1.2538889625727105,0,1.6780218024762026,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,0.3712702419788715,RFn,3,852,TA,TA,Y,1.0813478786015531,1.2735126908558554,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,10,2007,WD,Normal,3,-1.0742144813951302,2,1.3236140145952136,2.5,1.0007685519910459,12.666660207428574
