Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
321,14362613,USC20234080313,"2025-12-16 14:56:41",0.11956,17,usc20234080313
322,14895294,王xinyu,"2025-12-04 09:14:29",0.11957,1,spider66
323,12848004,TuppyKkai,"2025-11-18 10:42:18",0.11959,2,tuppykkai
324,14766880,"Liu Tai","2025-11-18 10:46:25",0.11959,11,liutai
325,14227644,ChrisMoe,"2025-11-17 13:33:31",0.11961,1,chrismoe
326,14846593,"yds l","2025-12-14 10:05:14",0.11962,4,lyds1018
327,14671227,OSU-25-64679,"2025-11-15 05:33:03",0.11963,5,noblehuangofosu
328,14779657,fengxiaoyunjian,"2025-11-21 05:10:17",0.11963,5,fengxiaoyunjian
329,14608778,Caiili,"2025-10-27 09:41:09",0.11963,2,caiili
330,14610132,"yxuan GU","2025-11-20 20:20:48",0.11964,14,yxuangu
331,14986273,"Gao Khalil","2025-12-18 03:47:35",0.11964,2,gaokhalil
332,14821127,RRiwnl,"2025-12-02 20:41:07",0.11964,15,rriwnl
333,14981345,USC20252010210756,"2025-12-17 03:16:18",0.11966,3,usc20252010210756
334,14971563,"Xiuming Li99","2025-12-16 02:16:11",0.11966,20,xiumingli99
335,14851989,GROUP15_SEP769,"2025-11-28 00:17:12",0.11967,11,"boxiang1,haohanli2,poomko"
336,14704561,OSU-25-93944,"2025-11-17 15:59:42",0.11968,12,zorenotaizen
337,14365484,Cologneeeee_,"2025-12-17 13:54:05",0.11969,10,cologneeeee
338,14492541,Trial,"2025-11-14 14:27:58",0.11969,11,"dlanorol,tszlokcheung"
339,14661430,ARMStrong1,"2025-11-14 09:45:05",0.11969,5,"kelvinlok,loronald"
340,14533648,Jinghan7,"2025-11-20 12:34:41",0.11971,3,jinghan7
341,14574800,climbingatos,"2025-10-22 05:58:44",0.11972,2,climbingatos
342,14955877,Batuhan36,"2025-12-14 14:36:04",0.11972,11,batuhan36
343,14714320,lvblc4_ECONSBF25,"2025-12-19 07:34:10",0.11972,72,"aishakademova,batuhankarada,kaancantezer,muminygt"
344,14559630,Kattyyll,"2025-10-24 18:00:03",0.11973,1,kattyyll
345,14426829,USC20224950130,"2025-11-26 13:53:48",0.11974,9,alfy60297
346,14674040,mochayouyou,"2025-11-12 10:33:33",0.11974,8,mochayouyou
347,14614073,NUT/SATTT,"2025-11-15 19:37:56",0.11975,12,nutsattt
348,14545454,"Risa Ujihara","2025-11-08 11:26:04",0.11976,4,risaujihara
349,14826383,Elon1314,"2025-11-28 03:10:17",0.11976,4,elon1314
350,14900786,dontoliverenjoyer,"2025-12-19 08:17:20",0.11977,40,dontoliverenjoyer
351,14714327,"HELLO WORLD(""print"")_ECONSBF25","2025-12-17 08:55:14",0.11980,78,"akzyinat06,cuneytkosar17"
352,14673425,"Adrien Masurel","2025-11-12 16:36:14",0.11983,15,adrienmasurel
353,13662410,"aziz dhif","2025-11-16 16:04:17",0.11983,1,azizdhif
354,14832014,reesefinch,"2025-11-28 12:49:26",0.11985,1,reesefinch
355,14769761,OSU-25-50954,"2025-11-18 00:51:14",0.11987,4,ethanpilskalns
356,13813062,qwerryfiwy,"2025-11-24 19:18:58",0.11989,1,qwerryfiwy
357,14709784,"Trần Đại Thắng","2025-11-12 12:48:23",0.11992,6,trnithng
358,14590201,Lan_Sky,"2025-10-25 09:51:29",0.11992,2,lansky6
359,14752412,赵冉ZhaoRan,"2025-11-29 13:44:38",0.11994,11,zhaoran1112
360,14609015,DMGroup_3,"2025-10-31 06:11:07",0.11996,13,bingyuihon
361,14390326,Huangdakang,"2025-12-19 09:11:19",0.11996,20,huangdakang
362,14608060,"Power Of Lighting","2025-10-28 17:11:11",0.11996,19,poweroflighting
363,14845682,"park chae wo","2025-11-28 02:15:48",0.11996,17,parkchaewo
364,14523043,"Donghang Luo","2025-11-09 13:51:18",0.11998,2,donghangluo
365,14715541,Yeahyeahyeahnope,"2025-11-12 15:17:59",0.11998,5,yeahyeahyeahnope
366,14641944,DM2,"2025-11-13 16:04:47",0.11998,19,yitinchoy
367,14721540,"Ngô Đông Ất #2","2025-11-28 11:22:25",0.12000,16,ngodongat123
368,14695499,OSU-25-81124,"2025-11-18 01:05:52",0.12002,28,dilumikachandrasiri
369,14753281,"NORIKO FUJIMOTO","2025-12-02 00:16:27",0.12002,4,norikofujimoto
370,14541732,田熊修士,"2025-10-22 14:50:51",0.12002,3,takumashuto
371,14481124,"Guanhe Fu","2025-11-07 07:57:29",0.12003,9,guanhefu
372,14901214,"zk t","2025-12-12 08:45:26",0.12004,2,tan0107
373,14948878,ce2iso,"2025-12-13 00:02:32",0.12004,21,ce2iso
374,14686800,"Iliya Markovski","2025-11-08 13:36:51",0.12004,2,iliyamarkovski
375,14928560,"Artem Filin","2025-12-14 20:24:27",0.12005,5,ferful9
376,14986187,"llyy #2","2025-12-18 11:09:04",0.12005,5,lylhjwsy
377,14684916,OSU-25-53515,"2025-11-17 17:18:05",0.12006,31,gobeaves
378,14486224,"cai xin11","2025-11-15 08:10:52",0.12008,4,caixin11
379,14642526,"Dlrence Abernathy","2025-11-09 07:12:32",0.12009,2,dlrenceabernathy
380,14614898,"shen #3","2025-10-28 08:34:01",0.12010,1,sorrygod
381,13065887,Thoma25,"2025-11-08 20:44:38",0.12010,7,thoma25
382,14978662,jiangnan1most,"2025-12-17 09:32:59",0.12010,5,jiangnan1most
383,14909982,"Nakajima Sho","2025-12-19 23:09:10",0.12010,12,sho1005
384,14481638,"[Deleted] 4d91d461-b9d1-46e3-a9ec-85158faf9e9b","2025-10-26 04:42:43",0.12011,14,del=1f7a3314da2c12d9
385,14622328,"Mankeshwor Chaudhary","2025-10-29 11:08:25",0.12011,5,chaudharymankeshwor
386,14976632,usc20252010210836,"2025-12-16 07:36:12",0.12011,3,usc20252010210836
387,14824214,supull,"2025-11-25 17:49:28",0.12011,4,supull
388,14551533,"CHIKA OHNISHI","2025-11-07 23:56:06",0.12011,3,chikaohnishi
389,14659590,WangTongFeiQSS,"2025-11-04 12:38:33",0.12011,1,wangtongfeiqss
390,14573504,Neo251013,"2025-11-13 22:45:02",0.12011,3,neo251013
391,14850220,"HAJ Saeed","2025-11-27 16:35:56",0.12011,7,hajsaeed
392,14908648,Yuhei.S2025,"2025-12-10 18:05:08",0.12011,2,yuheis2025
393,14708157,kaggle25competition,"2025-11-12 15:13:02",0.12012,2,kaggle25competition
394,14556962,daifukuomochi,"2025-10-28 11:44:39",0.12012,23,daifukuomochi
395,14424459,"Ahmet Canberk Unal","2025-12-15 14:10:28",0.12013,3,ahmetcanberkunal
396,14981909,"yiyao xue","2025-12-18 11:35:21",0.12013,4,yiyaoxue
397,14742792,PyTrees,"2025-12-20 09:11:36",0.12013,34,pytrees
398,14811875,"Koki ANDO","2025-11-24 13:47:27",0.12016,4,kokiando
399,14651989,"Ferojsk Bujok","2025-11-13 07:15:02",0.12019,1,ferojskbujok
400,14334274,USC20220440713,"2025-12-20 03:19:48",0.12020,5,usc20220440713
401,14764671,"資料科學導論 Group21","2025-12-17 06:12:47",0.12022,11,kaiwange
402,14751844,jason_wong,"2025-11-15 23:14:22",0.12022,5,revanthmudavath
403,14771543,OSU-25-22002,"2025-11-18 03:42:46",0.12022,4,skateslavasker
404,14988217,"Two H111","2025-12-18 01:03:01",0.12023,2,twoh111
405,14680355,"Muhammad Rayan Shahid","2025-12-19 15:17:58",0.12025,2,muhammadrayanshahid
406,14566229,"The Truth","2025-11-07 14:00:43",0.12025,43,"congyuanshi,eupigeon,xiachenyu2025"
407,14362082,USC20234080429,"2025-12-18 03:55:02",0.12025,2,usc20234080429
408,14574278,"YUTA IWAKIRI","2025-12-04 11:06:01",0.12026,61,yutaiwakiri
409,14976823,Xuanang6,"2025-12-18 14:17:37",0.12026,4,xuanang6
410,14719617,"Meizeng Li","2025-11-15 07:08:07",0.12027,2,meizengli
411,14899732,szywdwd,"2025-12-07 05:04:50",0.12027,23,szywdwd
412,14126381,"Umar Iqbal","2025-11-14 21:45:32",0.12028,1,umariqbal786082
413,14830991,만암낭나123,"2025-12-02 16:04:53",0.12028,28,seoyeon05
414,14883389,장담몬한다,"2025-12-02 16:20:54",0.12028,6,gbyydfgh
415,14698009,Flashfour,"2025-11-10 12:27:18",0.12029,8,flashfour
416,14426409,"Shijia Yin","2025-12-18 01:05:21",0.12029,16,c52226
417,14806608,HongyuChen123321,"2025-11-21 10:50:35",0.12029,1,hongyuchen123321
418,14575107,Lullabye18,"2025-10-23 10:47:22",0.12030,8,lullabye18
419,14546790,"mingyue xu111","2025-11-12 01:55:18",0.12031,8,mingyuexu111
420,14942578,USC20252010110750,"2025-12-13 14:31:23",0.12031,4,usc20252010110750
421,14725333,"Please Type Your Team Name","2025-11-13 13:33:34",0.12031,4,plztypeyourteamname
422,14688679,OSU-25-13374,"2025-11-16 01:55:23",0.12034,10,masakikitagwa
423,14797532,"Jiang Yuanhang","2025-12-03 03:20:31",0.12036,27,jiangyuanhang
424,14593994,azheng12138,"2025-11-07 13:58:09",0.12036,14,azheng12138
425,14531275,USC20234080311,"2025-12-17 17:53:27",0.12039,24,usc20234080311
426,14650678,"song li","2025-11-09 06:47:11",0.12039,22,songlilucky
427,14697621,MijuKaggle,"2025-11-10 11:56:32",0.12039,5,mijukaggle
428,14612674,"Leandro Gomes Vieira","2025-12-10 19:35:11",0.12039,11,leandrogomesvieira
429,14682056,"Daniel Yeung polyu","2025-11-13 07:19:27",0.12039,3,danielyeungpolyu
430,14981897,zarin_aina@yahoo.com,"2025-12-17 10:06:49",0.12042,9,zarinainayahoocom
431,14564652,lcmz54549,"2025-12-17 13:58:37",0.12042,19,lcmz54549
432,9304094,ChrisK321,"2025-11-05 13:44:35",0.12043,1,chrisk321
433,14978913,"Luca Messo","2025-12-19 09:38:41",0.12045,1,lucamesso
434,14852465,"Zakaria Chowdhury","2025-11-28 05:13:06",0.12045,9,zakariachowdhury
435,10829025,"Kartik Narang","2025-11-19 11:16:44",0.12046,2,narangkartik
436,14755170,OSU-25-32976,"2025-11-16 08:33:09",0.12046,8,mrinalbharadwaj
437,12865222,"Stone Chick","2025-12-16 03:22:58",0.12048,31,yingzhilin898
438,14637282,dyllol,"2025-11-29 13:26:41",0.12050,22,"adgjkt,dyllol,yrw919"
439,14672759,"Chengrui Wang","2025-11-09 12:40:32",0.12050,2,chengruiwang
440,13919540,"Ahmet Taha Berberoğlu","2025-11-15 10:26:33",0.12050,13,ahmettahaberberolu
441,14972455,USC20252010210802,"2025-12-17 07:44:34",0.12050,9,usc20252010210802
442,14712110,ruiruiQR,"2025-12-15 09:22:40",0.12052,13,ruiruiqr
443,14924961,Nattanat,"2025-12-19 11:26:23",0.12052,13,nattanat
444,14920019,"y hyccc","2025-12-11 13:17:13",0.12053,27,yhyccc
445,14855799,"Amit kumar Gope","2025-11-28 13:53:48",0.12053,3,amitkumargope
446,14432352,tangyuzheng,"2025-10-22 01:09:04",0.12053,1,tangyuzheng
447,14614718,DuHaoY,"2025-11-11 15:20:18",0.12057,23,duhaoy
448,14989887,yuankkk,"2025-12-18 09:30:27",0.12057,9,yuankkk
449,14663516,iuhihihhihiho,"2025-12-20 10:01:10",0.12058,26,iuhihihhihiho
450,14695412,"Rock And Stone","2025-11-13 19:05:22",0.12058,8,"bechrisslol,bobokoo"
451,14966769,kabimuki,"2025-12-17 02:36:02",0.12058,17,kabimuki
452,14794542,李梅,"2025-11-27 07:02:00",0.12058,7,everydaymaybe
453,14976426,Jiaojianming,"2025-12-17 09:23:47",0.12058,13,jiaojianming
454,14975041,tangkai810,"2025-12-17 14:34:50",0.12058,10,tangkai810
455,14995487,USC-20252010210810,"2025-12-19 05:46:39",0.12058,10,usc20252010210810
456,14867542,who1267,"2025-12-01 06:11:11",0.12059,4,who1267
457,14971888,UCS20252010210788,"2025-12-18 03:58:57",0.12060,4,ucs20252010210788
458,14788672,Guoinx,"2025-11-22 09:25:51",0.12060,5,guoinx
459,14877972,Angelic,"2025-12-08 00:58:43",0.12061,2,nerdyalgorithm
460,14429651,xiaopacai123,"2025-12-16 13:27:31",0.12062,8,xiaopacai123
461,12107760,StephaneGuren,"2025-11-06 15:03:53",0.12063,4,stephaneguren
462,14708342,"Hết lượt Submit","2025-11-13 01:32:32",0.12063,24,htltsubmit
463,14654532,"Phạm Văn Tuấn","2025-11-13 01:36:08",0.12063,32,tuanphmvn
464,14586298,python6144,"2025-11-25 13:55:51",0.12065,20,"gyx5704,python6144,zwr5799,zxy5789"
465,14959823,duyagu,"2025-12-15 21:43:44",0.12066,12,duyagu
466,14610033,"Jacob Aronow","2025-10-29 14:58:04",0.12066,14,jacobaronow
467,14789098,MaryXu925,"2025-11-22 03:06:15",0.12067,8,maryxu925
468,14944748,ShuxinM,"2025-12-10 15:28:59",0.12067,1,shuxinm
469,14996241,USC20234080433,"2025-12-19 13:30:10",0.12068,10,usc20234080433
470,14963150,"shuma kaida","2025-12-14 10:29:52",0.12069,12,shumakaida
471,14566863,"Sibonile Mthunzi","2025-10-22 18:40:21",0.12070,2,sibonilemthunzi
472,15000864,yegongz,"2025-12-20 11:37:04",0.12070,7,yegongz
473,14849934,being_mysterious,"2025-11-27 20:22:22",0.12071,7,beingmysterious
474,14843265,"Lu Sijing","2025-12-17 08:43:41",0.12073,6,lusijing
475,14336100,USC20234080319,"2025-12-18 04:43:04",0.12077,29,usc20234080319
476,14833507,"Phan Minh Hòa","2025-11-28 15:42:10",0.12078,3,phanminhha
477,14605383,"Hanzalah Irfan","2025-11-04 15:06:30",0.12079,2,hanzalahirfan
478,14878849,Porridge3989,"2025-12-20 16:40:46",0.12081,8,porridge3989
479,14805852,chayneLC,"2025-11-29 14:03:07",0.12083,1,chaynelc
480,14416365,"Zihao Lin #3","2025-11-22 02:09:45",0.12083,6,conv2d
481,14310832,shineminkhant31,"2025-11-17 10:56:15",0.12083,10,shineminkhant31
482,14310914,Milo777,"2025-11-17 11:12:21",0.12083,10,milo777
483,14766223,ShineMin19,"2025-11-17 11:50:52",0.12083,7,shinemin19
484,14499248,"Neil KIUCHI","2025-10-31 21:41:09",0.12084,9,neilkiuchi
485,14901883,"Bo Zar Vok Zal","2025-12-05 13:27:08",0.12085,6,bozarvokzal
486,14695312,WildcatPaul,"2025-11-15 01:57:35",0.12085,1,wildcatpaul
487,14132542,"Marc Kohlhaw","2025-12-01 17:59:50",0.12085,6,marckohlhaw
488,14811582,MAMBAOUT_FOREVER24,"2025-11-22 02:32:22",0.12086,3,mambaoutforever24
489,14714590,jimmyhhhhh,"2025-11-18 07:13:10",0.12086,10,jimmyhhhhh
490,14606927,Retabfei,"2025-10-27 14:35:17",0.12089,3,retabfei
491,14607099,"Farrel Caesarian","2025-10-27 03:46:55",0.12089,3,farrelcaesarian
492,14569567,MachineLearningViole,"2025-11-02 19:56:25",0.12089,19,maiphanviole
493,14591188,"Omkar Gaikwad #2","2025-10-24 08:35:21",0.12089,3,omkarbgaikwad
494,14752428,tranthienchi,"2025-11-16 01:51:08",0.12090,3,tranthienchi
495,14695716,"Ly Lê","2025-11-12 13:22:12",0.12091,27,truclyyyy
496,14513625,"Nguyễn Đăng Khoa","2025-11-12 15:15:59",0.12091,15,nadkli
497,14696841,"Kim Vy","2025-11-13 07:54:42",0.12091,34,kimnewbie2025kaggle
498,14873851,morrii,"2025-12-01 12:41:51",0.12091,3,morrii
499,14830475,"Ehsan Abdi","2025-12-02 10:45:28",0.12092,18,ehsanabdi257
500,14558951,"Jojo #5","2025-11-25 15:55:52",0.12092,161,joshuajojomensah
501,15001483,USC20234080232,"2025-12-20 10:17:53",0.12092,1,usc20234080232
502,14593562,dogeatdog6014,"2025-11-20 09:04:29",0.12093,34,"a0gust,kaix6014,kondogf5960"
503,14692373,euj4ri7o87yrfiuh,"2025-11-14 11:30:46",0.12093,4,"euj4ri7o87yrfiuh,fredcheung123"
504,14931384,somedumbslime,"2025-12-15 16:21:03",0.12094,30,somedumbslime
505,14981195,usc20252010210823,"2025-12-17 01:49:38",0.12096,3,usc20252010210823
506,14569648,vshnnuu,"2025-11-24 11:15:57",0.12096,3,vshnnuu
507,14954025,Mudiaga,"2025-12-12 22:10:53",0.12096,9,mudiagaausten
508,14672543,CYW,"2025-11-14 15:21:56",0.12096,37,"cherry24016196,chungchiwai,yeungwaisa"
509,14641440,"PolyU DSAI4204 DMGroup_9","2025-11-10 12:08:00",0.12097,21,"bluewhitehat1,mrericwong"
510,14941781,"david vib","2025-12-10 09:53:22",0.12097,3,davidvib
511,14534546,耐奈Nana,"2025-12-11 00:57:54",0.12097,1,nana0331nainai
512,14889065,"[Deleted] d59980ca-7b05-4de0-8b23-0a9147e2c9f7","2025-12-03 20:30:05",0.12099,8,del=83ee47c5fb25830a
513,14891393,"Het Javiya #2","2025-12-03 20:53:18",0.12099,1,hetjaviya1
514,14683419,zzgtylors,"2025-11-07 20:13:43",0.12100,1,zzgtylors
515,14360238,"Zhang Celine","2025-12-16 14:18:46",0.12100,12,zhangceline
516,14602802,gaolengs,"2025-10-26 10:19:04",0.12101,1,gaolengs
517,14670594,"Subhan Faisal","2025-11-12 03:16:54",0.12102,10,subhanfaisal1
518,14016269,"Nathan Haboury","2025-11-18 10:38:43",0.12102,2,nathanhaboury
519,14621204,ttyx,"2025-11-21 08:38:58",0.12104,2,ttyx825
520,14880384,C8H839,"2025-12-11 01:31:24",0.12105,8,c8h839
521,14902259,Jauhenka,"2025-12-05 16:48:38",0.12105,6,jauhenka
522,14537473,"Joe Ledford 4","2025-12-18 18:03:18",0.12106,11,joeledford4
523,14909389,"[Deleted] 933bd2c3-e355-42a0-9182-1a6f85799e21","2025-12-17 03:18:52",0.12107,17,del=7536ae32d46de3cb
524,14983598,USC20252010210840,"2025-12-17 07:57:51",0.12107,1,usc20252010210840
525,14966680,"Natakorn Wannabovorn","2025-12-20 19:10:52",0.12107,4,natakornwannabovorn
526,14733376,Nancy_QAQ,"2025-11-25 13:47:58",0.12109,18,nancyqaq
527,14841068,"Pushpa Ratnam Alapati","2025-11-29 09:38:48",0.12111,1,pushparatnamalapati
528,14966122,OB,"2025-12-14 18:00:29",0.12111,7,ophyboamah
529,12781952,KarthikeyanRavi15,"2025-11-28 21:20:43",0.12111,1,karthikeyanravi15
530,14830992,뿡뿡날다람쥐,"2025-12-03 02:17:53",0.12112,20,hiday123
531,14764483,caizhunbei,"2025-11-18 05:52:01",0.12112,1,caizhunbei
532,14859989,mjlyqy,"2025-12-08 05:39:35",0.12112,10,mjlyqy
533,14926052,USC20252010210784,"2025-12-08 05:55:40",0.12112,4,usc20252010210784
534,14667250,RickiPan,"2025-11-07 06:46:10",0.12114,28,rickipan
535,14311474,"Ismail Umar Ajingi","2025-11-17 13:46:00",0.12115,7,ismailumarajingi
536,14311410,JirapatJoon,"2025-11-17 11:43:26",0.12115,8,jirapatjoon
537,14711662,tthhZZ,"2025-11-20 08:29:42",0.12115,5,tthhzz
538,14695440,"qiujian zhang","2025-11-14 11:18:18",0.12115,6,qiujianzhang
539,14845714,"Shu Zhou","2025-11-27 02:09:53",0.12118,7,shuzhou572
540,14617094,"Дворкин Евгений Владимирович","2025-12-18 14:56:35",0.12118,25,evgendvorkin
541,14830903,"HAOLEI DU","2025-11-30 05:02:53",0.12118,4,haoleidu
542,14224208,"Swan Htet Naing","2025-11-17 16:42:45",0.12119,7,swanhn
543,14310837,Jubido,"2025-11-17 09:56:16",0.12120,2,jubido
544,14530947,"Simona Magnani","2025-10-29 11:39:27",0.12120,11,simonamagnani
545,14819784,SGoEeeeee,"2025-11-23 13:02:37",0.12121,6,sgoeeeeee
546,14645024,"Youssef Ahmed #3","2025-11-04 16:53:19",0.12122,1,youssefahmed548
547,14695248,"Kenji Darmawan","2025-11-11 02:27:23",0.12122,11,kenjidarmawan
548,14497623,"Ivia Marques","2025-10-31 00:20:13",0.12123,17,iviamarques
549,14839432,"S.Lakshmi Rashmitha","2025-11-26 09:34:04",0.12123,1,slakshmirashmitha
550,14586473,Msaigal,"2025-10-23 15:31:59",0.12123,5,msaigal
551,14594554,Msaigal11,"2025-10-25 18:03:13",0.12123,8,msaigal11
552,13449817,"Hiroyuki Hosono","2025-12-16 11:55:33",0.12124,155,hiroyukihosono
553,14720465,walzeng,"2025-11-13 12:55:55",0.12127,4,walzeng
554,14064838,"mengqing wang","2025-12-04 09:53:53",0.12127,16,mengqingcncug
555,14618675,shironeko,"2025-11-19 11:49:44",0.12127,42,dorothy7
556,14718866,Derderdered,"2025-11-20 15:46:52",0.12128,13,derderdered
557,14854665,"Yazdan M","2025-12-01 23:58:16",0.12129,7,yazdanm
558,14708786,Uselessness,"2025-11-14 08:45:48",0.12129,12,"jyunchu,kobeyautszto"
559,14809777,"Ashutosh Singh #10","2025-12-04 03:33:34",0.12129,21,ashyou09
560,14902967,usc20252010210794,"2025-12-09 15:08:48",0.12131,15,laiiiima
561,14595583,"Adam Gold (SEDNET)","2025-11-25 01:57:45",0.12133,45,adamgoldsednet
562,14689159,"Adam S. Barnett","2025-11-09 04:13:56",0.12134,8,adamsbarnett
563,14286721,SyedFarooq2025,"2025-11-18 03:52:40",0.12134,10,syedfarooq2025
564,14712187,Shafrana,"2025-11-12 05:11:14",0.12135,2,shafrana
565,14714156,"Vishal Dubey #3","2025-11-17 06:31:04",0.12136,3,visha1dubey
566,14570313,"Yashrajsinh Vala","2025-10-28 18:49:27",0.12138,27,yashrajsinhvala
567,12361211,"Gulsen Demir","2025-12-08 06:36:19",0.12139,1,gulsendemir
568,14449707,"Ari Sellas","2025-10-27 23:04:31",0.12139,4,arisellas
569,14981467,"Muhammad Asif Iqbal 681","2025-12-18 03:59:10",0.12140,5,muhammadasifiqbal681
570,10266683,SH_quant,"2025-12-05 02:13:13",0.12140,1,shquant
571,14604023,AkashicVollerei,"2025-10-26 14:02:32",0.12142,1,akashicvollerei
572,14975481,USC20252010210814,"2025-12-17 09:10:54",0.12143,3,usc20252010210814
573,7456034,DeHa23,"2025-11-09 01:14:32",0.12143,11,deha23
574,14570233,vanillavilla000,"2025-11-12 07:48:47",0.12144,11,vanillavilla000
575,14814401,nancy0520,"2025-11-25 12:29:35",0.12145,35,nancy0520
576,14724170,malongr,"2025-11-17 13:09:58",0.12146,1,malongr
577,14811470,"Jasper J - Dawntasy","2025-11-22 03:40:38",0.12146,1,learnwaterflow
578,14880772,"Zulfikar Zul","2025-12-19 14:17:24",0.12147,1,zulfikarzul
579,12761049,"Bojan Evkoski #2","2025-11-05 17:26:22",0.12148,2,bojanevkoski
580,14405411,bountiqqe,"2025-12-18 12:18:03",0.12149,4,bountiqqe
581,14810093,"Jonas Haahr","2025-11-25 16:56:14",0.12149,6,jonashaahr
582,14696199,Haus399,"2025-11-11 00:47:17",0.12151,10,haus399
583,14877663,Kunalbuddy,"2025-12-02 20:57:15",0.12151,2,kunalbuddy
584,14988802,Iqbal_Muhammad_Asif,"2025-12-18 04:15:48",0.12151,1,iqbalmuhammadasif
585,14609615,darling_hold_my_hand,"2025-11-09 17:03:15",0.12152,18,"luciawty1019,pinkyymeow,viviannnnnnnnnnnnnnn,yipstella"
586,14643991,"Jose Martinez #2","2025-11-01 14:41:26",0.12152,1,jmmrcp
587,14938526,sunnan25scnu,"2025-12-17 09:55:26",0.12154,10,sunnan25scnu
588,14855071,S.Shylesh,"2025-11-28 12:55:05",0.12156,3,sshylesh
589,10251717,"Mehmet ISIK","2025-11-25 16:49:57",0.12157,10,mehmetisik
590,14988765,"guo xu yang","2025-12-18 07:24:02",0.12158,6,ctdx223
591,14666398,HuangMF,"2025-11-06 03:03:31",0.12158,10,huangmf
592,14567732,fnsoxt,"2025-10-22 03:57:04",0.12161,8,fnsoxt
593,14992264,"HarshVardhan #3","2025-12-19 12:07:13",0.12162,2,harshvardhane
594,14642944,"Danny Gamer","2025-11-01 14:55:59",0.12162,4,dannygamer
595,14572983,"Jose Izquierdo Awebo","2025-10-22 17:31:00",0.12163,10,joseizquierdoawebo
596,14669823,OSU-25-13373,"2025-11-16 03:09:43",0.12164,22,ichengchen99
597,4397140,"Yasunori M","2025-11-23 11:56:02",0.12165,8,yasunorim
598,14732644,lanxubei,"2025-11-15 05:04:26",0.12165,4,lanxubei
599,14932059,"Pierre Roth","2025-12-08 20:16:11",0.12166,2,pitroth
600,14950569,zsw_prej,"2025-12-15 03:29:49",0.12166,2,zswprej
601,14908172,"Vignesh Pai","2025-12-06 03:36:04",0.12166,1,vignesh1795
602,14814443,KrzysztofWIT,"2025-11-29 14:10:55",0.12167,22,krzysztofwit
603,14772992,"Ananda Mitra","2025-11-20 04:23:37",0.12167,15,anandamitra
604,14761799,OSU-25-88750,"2025-11-18 07:44:55",0.12167,6,nikhiltattikota
605,14755656,guangdang,"2025-11-23 08:49:09",0.12167,16,guangdang
606,14533092,rickyt0,"2025-12-19 09:58:38",0.12170,26,rickyt0
607,14853055,USC20252010210848,"2025-12-19 12:32:09",0.12172,2,usc20252010210848
608,14532078,"Samar Jaffri","2025-11-06 20:59:26",0.12173,4,samarfatimajaffri
609,14993445,gaofann,"2025-12-19 11:32:34",0.12173,18,gaofann
610,14948990,JohnFF09,"2025-12-11 08:15:48",0.12173,1,johnff09
611,14571271,"Christopher Tsialas","2025-10-23 13:14:23",0.12174,12,christophertsialas
612,14855282," Satya Vani Chinta","2025-11-28 12:56:52",0.12174,1,satyavanichinta
613,14806575,"Darya Taghva","2025-12-05 11:38:16",0.12174,6,daryataghva3
614,14946298,"Tim Draher","2025-12-10 21:45:25",0.12174,1,timdraher
615,14858586,"Arnaud Rachez","2025-11-29 07:10:58",0.12175,3,arnaudrachez
616,14525986,"ABIGAIL HUGHES","2025-12-10 15:53:04",0.12175,1,ahughes22
617,14516011,"Ritvik Vasikarla","2025-12-10 20:16:29",0.12175,1,ritvikvasikarla
618,14997473,wuxyu11,"2025-12-19 12:10:40",0.12176,3,wuxyu11
619,14679531,DMGroup_5,"2025-11-11 12:20:17",0.12176,1,lthomasmk
620,14571597,ljh111,"2025-12-09 16:18:22",0.12176,9,ljh111
621,14567040,"Petrus Rosario","2025-10-22 20:58:48",0.12176,7,petrusrosario
622,14779220,"gao hong510","2025-11-18 11:14:09",0.12179,1,gaohong510
